# Time (s),Altitude (m),Vertical velocity (m/s),Vertical acceleration (m/s²),Total velocity (m/s),Total acceleration (m/s²),Position East of launch (m),Position North of launch (m),Lateral distance (m),Lateral direction (°),Lateral velocity (m/s),Lateral acceleration (m/s²),Latitude (°),Longitude (°),Gravitational acceleration (m/s²),Angle of attack (°),Roll rate (°/s),Pitch rate (°/s),Yaw rate (°/s),Mass (g),Propellant mass (g),Longitudinal moment of inertia (kg·m²),Rotational moment of inertia (kg·m²),CP location (mm),CG location (mm),Stability margin calibers (?),Mach number (?),Reynolds number (?),Thrust (N),Drag force (N),Drag coefficient (?),Axial drag coefficient (?),Friction drag coefficient (?),Pressure drag coefficient (?),Base drag coefficient (?),Normal force coefficient (?),Pitch moment coefficient (?),Yaw moment coefficient (?),Side force coefficient (?),Roll moment coefficient (?),Roll forcing coefficient (?),Roll damping coefficient (?),Pitch damping coefficient (?),Reference length (mm),Reference area (cm²),Vertical orientation (zenith) (°),Lateral orientation (azimuth) (°),Wind velocity (m/s),Air temperature (°C),Air pressure (mbar),Speed of sound (m/s),Simulation time step (s),Computation time (s)
14.19,2101,89.17,-13.378,89.957,13.393,176.78,37.275,180.67,11.907,11.873,0.62599,45,0.0022513,9.7997,0.1207,184.85,-0.97214,-0.72857,9685.2,0,4.8068,0.035127,2073.9,1526.2,3.9125,0.27177,13952198,0,35.133,0.56223,0.56226,0.36159,0.071041,0.1296,0.029796,0.11677,5.4125e-4,0,-0.0017328,0.425,0.42673,-1.6816e-4,140,153.94,81.123,11.976,NaN,1.3434,785.23,332.11,0.05,0.36669
14.24,2105.5,88.502,-13.323,89.291,13.338,177.36,37.411,181.26,11.911,11.843,0.62763,45,0.0022586,9.7997,0.14898,183.6,-0.4166,-0.61275,9685.2,0,4.8068,0.035127,2066.9,1526.2,3.862,0.26976,13843709,0,34.587,0.56204,0.56208,0.36163,0.070951,0.12946,0.036999,0.14297,3.5446e-4,0,-0.0018037,0.42496,0.42676,-3.1345e-5,140,153.94,81.096,12.237,NaN,1.3145,784.8,332.1,0.05,0.36705
14.29,2109.9,87.837,-13.277,88.628,13.289,177.93,37.547,181.85,11.916,11.816,0.55825,45,0.002266,9.7997,0.13869,182.32,0.015263,-0.53248,9685.2,0,4.8068,0.035127,1978.5,1526.2,3.2311,0.26774,13734304,0,34.04,0.56185,0.56188,0.36167,0.070862,0.12932,0.037065,0.12015,-2.2914e-4,0,-0.0018515,0.42491,0.42676,4.2715e-8,140,153.94,81.068,12.297,NaN,1.2858,784.38,332.08,0.05,0.36743
14.34,2114.2,87.175,-13.231,87.969,13.24,178.51,37.683,182.44,11.92,11.792,0.4842,45,0.0022733,9.7997,0.11461,181.04,0.26239,-0.60808,9685.2,0,4.8068,0.035127,1868.8,1526.2,2.4471,0.26573,13625690,0,33.501,0.56166,0.56169,0.36171,0.070774,0.12918,0.033827,0.083153,-4.1039e-5,0,-0.0018776,0.42487,0.42675,1.2817e-5,140,153.94,81.044,12.193,NaN,1.2574,783.96,332.06,0.05,0.36791
14.39,2118.6,86.514,-13.192,87.311,13.197,179.08,37.82,183.03,11.925,11.773,0.34667,45,0.0022806,9.7997,0.118,179.76,0.030914,-0.75096,9685.2,0,4.8068,0.035127,1843.7,1526.2,2.2681,0.2637,13516274,0,32.963,0.56147,0.5615,0.36175,0.070685,0.12904,0.035682,0.081021,-2.1381e-4,0,-0.0019247,0.42483,0.42675,1.8069e-7,140,153.94,81.025,11.994,NaN,1.2292,783.54,332.04,0.05,0.36829
14.44,2122.9,85.855,-13.146,86.657,13.149,179.65,37.956,183.62,11.93,11.758,0.27788,45,0.0022879,9.7997,0.15733,178.47,0.066242,-0.75411,9685.2,0,4.8068,0.035127,1986.8,1526.2,3.2902,0.26168,13407139,0,32.432,0.56129,0.56133,0.36179,0.070598,0.1289,0.041745,0.13767,5.6788e-4,0,-0.0019569,0.42478,0.42674,8.4258e-7,140,153.94,81.02,11.756,NaN,1.2012,783.12,332.03,0.05,0.36867
14.49,2127.2,85.2,-13.087,86.005,13.091,180.22,38.093,184.2,11.935,11.743,0.31667,45,0.0022951,9.7997,0.15656,177.18,0.40277,-0.867,9685.2,0,4.8068,0.035127,2071.3,1526.2,3.8937,0.25968,1.33e7,0,31.913,0.5611,0.56115,0.36182,0.070513,0.12877,0.038726,0.15072,-8.0597e-5,0,-0.0019643,0.42474,0.42671,3.1632e-5,140,153.94,81.041,11.526,NaN,1.1734,782.71,332.01,0.05,0.36904
14.54,2131.4,84.547,-13.008,85.356,13.018,180.79,38.229,184.79,11.939,11.724,0.4929,45,0.0023024,9.7996,0.079977,175.93,-0.27174,-1.086,9685.2,0,4.8068,0.035127,1875.8,1526.2,2.4972,0.25777,13196450,0,31.415,0.56093,0.56094,0.36186,0.070432,0.12864,0.023426,0.058155,7.24e-5,0,-0.0019324,0.4247,0.42663,-1.4615e-5,140,153.94,81.086,11.341,NaN,1.1458,782.3,331.99,0.05,0.36943
14.59,2135.6,83.899,-12.926,84.71,12.945,181.36,38.364,185.38,11.944,11.695,0.68936,45,0.0023097,9.7996,0.14538,174.7,-0.82838,-0.17647,9685.2,0,4.8068,0.035127,1922.7,1526.2,2.8319,0.25586,13093901,0,30.929,0.56076,0.5608,0.3619,0.070352,0.12851,0.040805,0.11588,1.0535e-5,0,-0.0019442,0.42466,0.42661,-1.3786e-4,140,153.94,81.132,11.201,NaN,1.1184,781.9,331.98,0.05,0.37006
14.64,2139.8,83.254,-12.866,84.066,12.888,181.93,38.499,185.96,11.948,11.659,0.75176,45,0.0023169,9.7996,0.20009,173.47,-0.15993,-0.0043799,9685.2,0,4.8068,0.035127,1997.6,1526.2,3.3675,0.25394,1.299e7,0,30.441,0.56059,0.56066,0.36193,0.070271,0.12838,0.052618,0.1776,-4.4018e-4,0,-0.001993,0.42462,0.42662,-5.2173e-6,140,153.94,81.156,11.128,NaN,1.0913,781.5,331.96,0.05,0.37049
14.69,2144,82.612,-12.823,83.426,12.842,182.5,38.634,186.54,11.953,11.623,0.69225,45,0.0023241,9.7996,0.17338,172.22,0.61426,-0.0034367,9685.2,0,4.8068,0.035127,2009.3,1526.2,3.4505,0.25197,12884820,0,29.947,0.56041,0.56046,0.36197,0.07019,0.12825,0.045123,0.15575,-4.4576e-4,0,-0.0020579,0.42458,0.42664,7.8178e-5,140,153.94,81.147,11.174,NaN,1.0643,781.1,331.94,0.05,0.37088
14.74,2148.1,81.972,-12.76,82.787,12.784,183.06,38.767,187.12,11.957,11.587,0.77684,45,0.0023313,9.7996,0.23365,171,1.2864,-0.53729,9685.2,0,4.8068,0.035127,2071.5,1526.2,3.8953,0.25012,12785252,0,29.487,0.56025,0.56034,0.362,0.070114,0.12813,0.057825,0.22446,-4.3753e-4,0,-0.0019992,0.42455,0.42655,3.4802e-4,140,153.94,81.107,11.367,NaN,1.0376,780.7,331.93,0.05,0.37127
14.79,2152.2,81.335,-12.715,82.151,12.737,183.63,38.9,187.7,11.961,11.548,0.74576,45,0.0023385,9.7996,0.20412,169.79,1.9209,-1.1473,9685.2,0,4.8068,0.035127,2018.4,1526.2,3.5161,0.24823,12683650,0,29.018,0.56008,0.56016,0.36204,0.070037,0.12801,0.052731,0.18499,4.1003e-4,0,-0.0020609,0.42451,0.42657,7.8795e-4,140,153.94,81.029,11.682,NaN,1.011,780.31,331.91,0.05,0.37166
14.84,2156.2,80.7,-12.686,81.518,12.701,184.19,39.033,188.28,11.965,11.514,0.61758,45,0.0023456,9.7996,0.11004,168.56,1.3477,-2.3045,9685.2,0,4.8068,0.035127,1865.9,1526.2,2.4268,0.2463,12580501,0,28.544,0.55992,0.55994,0.36207,0.069959,0.12789,0.032532,0.078583,7.0695e-4,0,-0.0021238,0.42447,0.42659,3.9397e-4,140,153.94,80.92,12.076,NaN,0.98469,779.92,331.9,0.05,0.37205
14.89,2160.2,80.067,-12.646,80.887,12.661,184.75,39.165,188.85,11.969,11.485,0.60183,45,0.0023527,9.7996,0.14407,167.34,-0.18953,-2.717,9685.2,0,4.8068,0.035127,1829.6,1526.2,2.167,0.24444,12480795,0,28.093,0.55976,0.55979,0.3621,0.069885,0.12777,0.044151,0.096109,0.0011759,0,-0.0021055,0.42443,0.42654,-7.9117e-6,140,153.94,80.804,12.511,NaN,0.95856,779.53,331.88,0.05,0.37243
14.94,2164.2,79.436,-12.605,80.258,12.62,185.3,39.298,189.43,11.973,11.458,0.61193,45,0.0023598,9.7995,0.20603,166.14,-0.64008,-2.5581,9685.2,0,4.8068,0.035127,1886,1526.2,2.5703,0.2426,12382028,0,27.651,0.5596,0.55967,0.36214,0.069812,0.12765,0.059838,0.15359,0.0012289,0,-0.0021201,0.4244,0.42652,-9.1623e-5,140,153.94,80.687,12.931,NaN,0.93265,779.15,331.86,0.05,0.37281
14.99,2168.2,78.807,-12.552,79.631,12.571,185.86,39.431,190,11.978,11.43,0.70014,45,0.0023669,9.7995,0.28097,164.95,-0.060984,-2.5267,9685.2,0,4.8068,0.035127,1900.5,1526.2,2.6733,0.2408,12285612,0,27.225,0.55945,0.55958,0.36217,0.069741,0.12754,0.080597,0.2152,0.0015316,0,-0.0021078,0.42436,0.42647,-8.4425e-7,140,153.94,80.569,13.258,NaN,0.90693,778.77,331.85,0.05,0.3732
15.04,2172.1,78.18,-12.51,79.007,12.529,186.42,39.565,190.57,11.983,11.401,0.69744,45,0.002374,9.7995,0.30972,163.78,0.39993,-2.5753,9685.2,0,4.8068,0.035127,1948.1,1526.2,3.0137,0.23898,12188301,0,26.796,0.5593,0.55946,0.3622,0.06967,0.12742,0.085111,0.25644,0.0019982,0,-0.0021547,0.42433,0.42648,3.6867e-5,140,153.94,80.445,13.433,NaN,0.88142,778.39,331.83,0.05,0.37359
15.09,2176,77.556,-12.485,78.385,12.497,186.97,39.699,191.14,11.988,11.376,0.56037,45,0.002381,9.7995,0.282,162.59,0.2337,-2.7526,9685.2,0,4.8068,0.035127,2050.8,1526.2,3.7472,0.23711,12088517,0,26.357,0.55914,0.55928,0.36223,0.069598,0.12731,0.070979,0.26626,0.0017742,0,-0.0022399,0.42429,0.42653,1.2789e-5,140,153.94,80.31,13.421,NaN,0.85611,778.01,331.82,0.05,0.37399
15.14,2179.8,76.932,-12.454,77.766,12.462,187.52,39.834,191.71,11.993,11.356,0.4588,45,0.0023881,9.7995,0.25339,161.38,0.034542,-2.814,9685.2,0,4.8068,0.035127,2063.3,1526.2,3.8362,0.23526,1.199e7,0,25.926,0.55899,0.5591,0.36227,0.069527,0.12719,0.063103,0.24228,0.0017997,0,-0.0022658,0.42426,0.42652,2.8383e-7,140,153.94,80.174,13.222,NaN,0.83101,777.64,331.8,0.05,0.37438
15.19,2183.7,76.31,-12.418,77.148,12.424,188.07,39.969,192.27,11.998,11.34,0.38704,45,0.0023951,9.7995,0.21403,160.19,-0.19476,-2.7982,9685.2,0,4.8068,0.035127,1992.4,1526.2,3.3303,0.23343,11892712,0,25.506,0.55884,0.55892,0.3623,0.069458,0.12708,0.05649,0.18768,0.0017826,0,-0.0022795,0.42423,0.4265,-9.1662e-6,140,153.94,80.046,12.882,NaN,0.80611,777.27,331.79,0.05,0.37476
15.24,2187.5,75.69,-12.388,76.533,12.391,188.62,40.105,192.84,12.004,11.326,0.27942,45,0.0024021,9.7995,0.19127,159,-1.0906,-2.4532,9685.2,0,4.8068,0.035127,1861,1526.2,2.3916,0.2316,11795054,0,25.087,0.55869,0.55875,0.36233,0.069389,0.12697,0.056846,0.13579,0.0013555,0,-0.0023258,0.42419,0.42652,-2.9203e-4,140,153.94,79.927,12.477,NaN,0.78141,776.91,331.77,0.05,0.37515
15.29,2191.2,75.072,-12.355,75.92,12.356,189.17,40.241,193.4,12.009,11.316,0.18996,45,0.0024091,9.7995,0.19585,157.81,-1.7638,-1.6464,9685.2,0,4.8068,0.035127,1820.2,1526.2,2.1,0.22977,11697706,0,24.674,0.55854,0.55861,0.36236,0.06932,0.12686,0.060588,0.12788,8.7455e-4,0,-0.002362,0.42416,0.42652,-7.7611e-4,140,153.94,79.819,12.085,NaN,0.75691,776.54,331.76,0.05,0.37552
15.34,2195,74.455,-12.301,75.308,12.304,189.72,40.377,193.97,12.015,11.305,0.25257,45,0.0024161,9.7994,0.14912,156.63,-1.8252,-0.94735,9685.2,0,4.8068,0.035127,1863.2,1526.2,2.4074,0.22799,11603084,0,24.275,0.5584,0.55844,0.36239,0.069255,0.12676,0.044189,0.10712,-2.0972e-5,0,-0.0023487,0.42413,0.42647,-8.4417e-4,140,153.94,79.724,11.752,NaN,0.73261,776.18,331.74,0.05,0.3759
15.39,2198.7,73.841,-12.281,74.7,12.282,190.27,40.513,194.53,12.02,11.295,0.15396,45,0.0024231,9.7994,0.27602,155.43,-1.493,-0.3239,9685.2,0,4.8068,0.035127,1941.6,1526.2,2.9669,0.22609,11502530,0,23.859,0.55825,0.55838,0.36242,0.069185,0.12665,0.076209,0.22619,-4.6869e-4,0,-0.0025076,0.42409,0.4266,-5.7442e-4,140,153.94,79.644,11.501,NaN,0.70851,775.83,331.73,0.05,0.37627
15.44,2202.4,73.228,-12.229,74.093,12.231,190.82,40.649,195.1,12.026,11.288,0.21134,45,0.00243,9.7994,0.24828,154.23,-0.69089,-0.04767,9685.2,0,4.8068,0.035127,2006.5,1526.2,3.4307,0.22428,11406672,0,23.462,0.55811,0.55821,0.36245,0.069119,0.12654,0.064758,0.22246,-3.5555e-4,0,-0.002471,0.42406,0.42653,-1.25e-4,140,153.94,79.595,11.357,NaN,0.68461,775.47,331.71,0.05,0.3768
15.49,2206,72.618,-12.166,73.488,12.17,191.36,40.784,195.66,12.031,11.276,0.31579,45,0.002437,9.7994,0.15305,153.05,-0.029784,0.066181,9685.2,0,4.8068,0.035127,2069.3,1526.2,3.8794,0.22251,11312600,0,23.073,0.55797,0.55801,0.36248,0.069055,0.12644,0.037849,0.14674,4.4818e-5,0,-0.0024715,0.42403,0.4265,-2.3605e-7,140,153.94,79.579,11.32,NaN,0.66091,775.12,331.7,0.05,0.37734
15.54,2209.6,72.011,-12.121,72.886,12.125,191.91,40.919,196.23,12.036,11.259,0.33581,45,0.002444,9.7994,0.13193,151.87,0.43327,0.026752,9685.2,0,4.8068,0.035127,2069.8,1526.2,3.883,0.22067,11215417,0,22.677,0.55783,0.55786,0.36251,0.06899,0.12633,0.0326,0.12611,-5.2052e-5,0,-0.0025731,0.42399,0.42657,5.0791e-5,140,153.94,79.586,11.368,NaN,0.63741,774.77,331.69,0.05,0.37789
15.59,2213.2,71.406,-12.073,72.285,12.079,192.46,41.053,196.79,12.041,11.242,0.36593,45,0.0024509,9.7994,0.093892,150.68,0.77227,-0.19244,9685.2,0,4.8068,0.035127,2015.3,1526.2,3.4938,0.21884,11118620,0,22.286,0.55769,0.5577,0.36254,0.068925,0.12623,0.024245,0.085038,-1.4984e-5,0,-0.0026214,0.42396,0.42658,1.6409e-4,140,153.94,79.609,11.483,NaN,0.61411,774.43,331.67,0.05,0.37847
15.64,2216.8,70.804,-12.014,71.687,12.023,193,41.188,197.35,12.046,11.222,0.46687,45,0.0024579,9.7994,0.066498,149.49,-0.1132,-0.90777,9685.2,0,4.8068,0.035127,1861.4,1526.2,2.3944,0.21705,11024071,0,21.908,0.55755,0.55756,0.36257,0.068862,0.12612,0.019705,0.047552,1.3913e-4,0,-0.0026239,0.42393,0.42656,-3.5845e-6,140,153.94,79.643,11.637,NaN,0.591,774.09,331.66,0.05,0.37905
15.69,2220.3,70.204,-11.957,71.092,11.97,193.55,41.321,197.91,12.051,11.196,0.56672,45,0.0024648,9.7994,0.17056,148.32,-0.43429,-0.60391,9685.2,0,4.8068,0.035127,2049,1526.2,3.7343,0.21529,10930805,0,21.54,0.55742,0.55747,0.36259,0.068801,0.12603,0.042877,0.16022,-4.4514e-5,0,-0.0026356,0.4239,0.42654,-5.3628e-5,140,153.94,79.674,11.8,NaN,0.56808,773.75,331.64,0.05,0.37949
15.74,2223.8,69.608,-11.908,70.498,11.924,194.09,41.455,198.47,12.056,11.166,0.62472,45,0.0024717,9.7994,0.2451,147.16,0.066698,-0.54334,9685.2,0,4.8068,0.035127,2072,1526.2,3.8987,0.21351,10837066,0,21.174,0.55729,0.55739,0.36262,0.068739,0.12593,0.060546,0.23558,-2.4206e-4,0,-0.0026873,0.42387,0.42656,1.2861e-6,140,153.94,79.684,11.957,NaN,0.54537,773.41,331.63,0.05,0.38028
15.79,2227.3,69.014,-11.859,69.906,11.879,194.63,41.588,199.03,12.061,11.134,0.68774,45,0.0024786,9.7993,0.32091,146,0.79588,-0.62914,9685.2,0,4.8068,0.035127,2059.6,1526.2,3.8101,0.21177,10744893,0,20.818,0.55716,0.55733,0.36265,0.06868,0.12583,0.080153,0.30552,-2.1782e-6,0,-0.0027002,0.42384,0.42654,1.8618e-4,140,153.94,79.66,12.104,NaN,0.52284,773.08,331.62,0.05,0.38075
15.84,2230.7,68.422,-11.81,69.316,11.835,195.17,41.721,199.58,12.066,11.098,0.75698,45,0.0024855,9.7993,0.39652,144.86,1.6905,-0.86909,9685.2,0,4.8068,0.035127,2026.4,1526.2,3.5732,0.21005,10654592,0,20.473,0.55703,0.5573,0.36267,0.068622,0.12574,0.10188,0.36309,5.5668e-4,0,-0.0026998,0.42381,0.42651,8.5377e-4,140,153.94,79.593,12.238,NaN,0.50051,772.75,331.6,0.05,0.38121
15.89,2234.1,67.832,-11.785,68.728,11.805,195.71,41.854,200.13,12.071,11.062,0.68908,45,0.0024923,9.7993,0.32477,143.71,2.4489,-1.3546,9685.2,0,4.8068,0.035127,1974.5,1526.2,3.2023,0.20828,10561113,0,20.112,0.5569,0.55708,0.3627,0.068562,0.12564,0.087103,0.2774,9.4214e-4,0,-0.0028158,0.42378,0.4266,0.0018225,140,153.94,79.476,12.367,NaN,0.47837,772.42,331.59,0.05,0.38167
15.94,2237.5,67.243,-11.758,68.142,11.775,196.25,41.986,200.69,12.076,11.029,0.64055,45,0.0024992,9.7993,0.2745,142.55,2.6411,-2.1322,9685.2,0,4.8068,0.035127,1900.8,1526.2,2.676,0.20654,1.047e7,0,19.763,0.55678,0.55691,0.36273,0.068504,0.12555,0.078585,0.20849,0.0018527,0,-0.0028317,0.42376,0.42659,0.0021559,140,153.94,79.322,12.51,NaN,0.45642,772.09,331.58,0.05,0.38213
15.99,2240.8,66.656,-11.74,67.558,11.753,196.78,42.119,201.24,12.081,11,0.55556,45,0.002506,9.7993,0.21175,141.41,1.8326,-3.2582,9685.2,0,4.8068,0.035127,1825.3,1526.2,2.1368,0.20479,10377897,0,19.416,0.55665,0.55673,0.36275,0.068447,0.12545,0.065115,0.13791,0.0033454,0,-0.0028877,0.42373,0.42661,0.0010559,140,153.94,79.146,12.68,NaN,0.43466,771.77,331.56,0.05,0.38258
16.04,2244.1,66.069,-11.732,66.975,11.74,197.31,42.252,201.79,12.087,10.978,0.41992,45,0.0025128,9.7993,0.18726,140.25,-0.85216,-3.713,9685.2,0,4.8068,0.035127,1899.4,1526.2,2.6655,0.20303,10285400,0,19.071,0.55653,0.55659,0.36278,0.068389,0.12536,0.053603,0.14335,0.0039864,0,-0.0029613,0.4237,0.42666,-2.323e-4,140,153.94,78.959,12.88,NaN,0.41309,771.45,331.55,0.05,0.38303
16.09,2247.4,65.483,-11.719,66.394,11.723,197.84,42.385,202.33,12.092,10.962,0.32222,45,0.0025195,9.7993,0.25043,139.09,-2.4483,-2.5558,9685.2,0,4.8068,0.035127,2051.4,1526.2,3.7518,0.20127,10193178,0,18.731,0.5564,0.55651,0.36281,0.068332,0.12527,0.062871,0.23758,0.0023009,0,-0.0030164,0.42367,0.42669,-0.0019513,140,153.94,78.778,13.083,NaN,0.39171,771.14,331.54,0.05,0.38396
16.14,2250.7,64.898,-11.686,65.815,11.69,198.38,42.518,202.88,12.097,10.95,0.33972,45,0.0025263,9.7993,0.28804,137.95,-1.8536,-2.4207,9685.2,0,4.8068,0.035127,2058.1,1526.2,3.7996,0.19959,10104913,0,18.41,0.55629,0.55643,0.36283,0.068278,0.12518,0.071957,0.27455,0.0022058,0,-0.0029731,0.42364,0.42662,-0.0011374,140,153.94,78.616,13.241,NaN,0.37052,770.82,331.52,0.05,0.38442
16.19,2253.9,64.314,-11.66,65.238,11.664,198.91,42.652,203.43,12.103,10.938,0.31085,45,0.0025331,9.7993,0.3219,136.82,-1.5956,-2.0169,9685.2,0,4.8068,0.035127,2070,1526.2,3.8844,0.19787,10014519,0,18.083,0.55617,0.55635,0.36286,0.068223,0.12509,0.079687,0.31076,0.0016398,0,-0.0030647,0.42362,0.42668,-8.5768e-4,140,153.94,78.476,13.321,NaN,0.34953,770.51,331.51,0.05,0.38487
